 title , comment , username , date  , rating 
"Avoid - hotel is old, rooms are terrible.","There are a ton of options on the strip, and prices are all competitive. I was in the Aria, Palazzo, and Mandalay Bay at some point during my stay and all were better in every respect. Morimotos is amazing though...so maybe stop in if you happen to be passing through.",Wes G,May 2019,1.0
Our stay at the MGM Grand Las Vegas,"We really enjoyed our stay at MGM, we got an upgrade to the Grand Tower, our room was beautiful, fine & spacious, view of the the airport & Hooters😂 not the worst! Hotel is huge like everything in Vegas, I would definitely recommend it",Naugh1969,April 2019,5.0
Dump - will never stay at this hotel/casino again!,"Trashy establishment.. dirty, loud, rowdy, rude, and understaffed. This is my second stay at the MGM Grand.. first one was in 2012, when the rooms and hotel completed a renovation. Since then, the hotel has become a dumping ground for hookers, drugs, and shady characters.",Navigator67462311000,May 2019,1.0
MGMGrand is “just” ok,Terrible check in experience - over 45 minute wait. Room was clean and comfortable but bathroom sink didn’t drain. Even though you self park you will still pay for parking even as an overnight guest and even though as an overnight guest you are paying a hefty “ resort fee”.…,Voyager68418482919,May 2019,3.0
Excellent,"Our stay at the MGM Grand was exceptional. The room and corridors were very clean. The casino, considering all the people there, was clean. There was a huge variety of restaurants to choose from along with a food court.",Marie G,April 2019,5.0
Wet dreams....The bathroom is in the bedroom!!,"I often wondered why bathrooms were kept seperate to bedrooms. Now I know. You can hear every drip, every splash, EVERY SOUND. Just a glass partition separated our facilities from the main room. The basin was in it! Maybe that’s why the air con unit wa built into the bedside…",Phil J,March 2019,2.0
50th Birthday trip,Queue on reception was small with plenty and reception staff. Immediately upgraded to larger hotel room on main tower. Room large with two double beds clean and tidy and regularly cleaned to a high standard. Hotel huge with loads of bars and starbucks and gambling…,Darran C,March 2019,5.0
Hospitality,"Overall, the hotel room was average. There could be some improvements with the cleanliness. There were water stains on the sink. Rust stains in the shower. The faucet of the sink leaked when in use. Overall the room was comfortable. The staff upon checking in was quite rude.…",J6543IYlisaa,May 2019,3.0
"MGM Grand .... Rooms, Casino, Venues","Rooms are plain, with no refrigerator, Just adequate, would have liked more room around sink. Rooms were clean, good water pressure. Did not care for toilet area in its own cubby hole beside shower. Lots of walking in the facility. Of course you walk through the Casino to get…",Renard K,April 2019,3.0
Hmmm.,My husband and I stayed 5 nights at the MGM Grand in the Grand tower. Our room was clean and had a very roomy bathroom. The pools are very nice. We enjoyed them each morning . Chairs are hard to find after 10. My only negatives are 1. The resort feels dark co.pared to…,Lidolounger,April 2019,2.0
Mgm stay,"Staff was unprofessional and rude. Not efficient folded towels were dirty, used less then half roll paper towel and no extra. Wouls not recommend this Hotel. View and location are great but horrible costumer service.",Getaway42291365070,May 2019,2.0
Pink Eye & a flooded bathroom.,My son got Pink eye after being at the pool for several hours. The bathroom flooded when the fixture detached from the wall and we could not turn off the water. It took 10 calls to get someone to respond. The response from the staff was that it happens often.,Tourist39434401386,May 2019,1.0
canelo vs Jacob's fight weekend,stay at the MGM for the canelo vs Jacob's fight great hotel the room was clean. the restaurant at the hotel had good food. great time at the lobby bar Aldo will take care of you good. I will recommend this hotel to anybody good restaurants and great casino we will be back soon,Collazo R,May 2019,5.0
Vegas MGM Grand,Great location on the strip. Plenty of shows available. Next to stores for shopping so I you have kids it's not to far of a walk. Top Golf is a superior bonus on the property! Totally enjoyed the stay and will likely stay here again at this point.,Coastal19447094215,May 2019,5.0
Birthday stay,I’ve experienced the magic of the world renown MGM Grand three other times and you never disappoint. Hospitality and warmth of the staff is very much appreciated. I just wish the slots were as kind as your staff. I would love to try another hotel a part of the MGM family.,Kenneth Randolph,April 2019,5.0
Bad treatment of a VIP!!!,They force you to reserve on line and show thsi exceptional room for a very expensive price and give you a second floor room overlooking teh parking lot!! They totally misrepresent their offering.. do NOT stay there!,Mohammed F,May 2019,1.0
"Food great, rooms questionable","The registration line to check in was very long but the management made sure the registration was adequately staffed and they was fast, friendly and effective. Upon going to our room, at first glaance everything seemed wonderful. That is until we opened the screens on the…",WaltlW,May 2019,5.0
Not So Grand,"Long list of complaints: took over 20 minutes for shower and bath water to even get to warm...and yes we complained but it took them 2 days to fix. Requested a refrigerator to hold my insulin, was given the option of paying $35 a day or take the walk and get ice twice a day. At…",charlesmilne1,April 2019,3.0
Antonio Aguilar,"The Show Pepe Aguilar Jaripeo Sin Fronteras with his Son,Antonio Jr and Pepe and his Daughter sang 2 songs together plus some of the songs most are Familiar was amazing Pepe brought his Horses, Rodeo Bulls and The Bulls from Spain",Relax41057021567,May 2019,5.0
Best hospitality on the strip,"The title says it all. If you want to be made to feel welcomed, this is an excellent place for it. I was just so happy with every member of every department and greatly looking forward to a return visit in the near future.",Connector61501514407,May 2019,5.0
Not as expected,"Visited MGM for honeymoon, place needs to be remodeled. Suite furniture is old. Maid did her best to clean but bathroom is to old. They will charge you $50 if you but anything in the refrigerator located in the room",Gerald C,May 2019,3.0
I like to stay in MGM,"Clean rooms , excellent night club and the pool is the best And affordable prices The night club Hakkasan nice djs The pool WET REPUBLIC nice music and drinks but not good on cover prices. And hotel is always clean and friendly",Jet68275795000,May 2019,5.0
